12203	22	10285	1997	2001
2081	15	4988	None	1707
8871	17	6115	1969	1969
12030	22	10228	2002	2004
4801	14	3457	2005	2009
12058	22	11367	1955	1958
4628	14	3822	1991	1999
11538	22	9623	2014	2015
6995	17	6999	1968	1968
9101	17	6124	2017	2017
8635	20	8636	1996	1996
11604	22	11136	1999	2000
10557	22	10558	2009	2009
135	18	9130	1967	2015
9760	22	9762	2013	2013
7785	20	9299	1988	1988
1753	2	1672	1993	None
11268	22	10779	2006	2010
8658	17	6267	1968	1968
10998	22	9800	2010	2011
1271	1	1210	1871	1920
4653	17	6012	1998	1998
6402	17	6373	2003	2003
7043	20	7105	2013	2013
8604	20	6706	1953	1953
9860	22	9590	2012	2016
8440	17	6403	1900	1900
2753	14	3450	2013	None
11668	22	11380	1999	2000
5505	17	5678	1959	1959
7443	17	7444	2000	2000
6661	20	5762	1951	1951
6788	17	6551	2004	2004
2388	17	6873	1974	1974
7089	17	6306	1965	1965
3749	19	1996	1978	1981
7290	20	6717	1992	1992
8467	17	7242	2016	2016
11759	22	10209	2016	None
12320	22	10591	1996	1997
11833	22	10564	2005	2006
4002	14	3455	2015	2017
7336	17	7226	1998	1998
1003	1	589	1930	1938
9027	17	6008	1952	1952
3174	17	6089	1996	1996
2212	7	2213	2007	2009
9627	22	9636	2015	2015
8587	17	6800	2005	2005
7464	17	6066	1828	1828
6053	17	9002	1998	1998
11911	22	11035	1991	1992
9269	20	6706	1909	1909
11056	22	9577	2003	2007
11461	22	9700	1995	1997
7024	17	5935	1880	1880
7529	17	5762	1994	1994
2857	17	6603	1991	1991
11819	22	10314	2009	2011
1695	2	1672	1972	None
8684	17	7021	2005	2005
1451	1	1452	None	1996
6010	17	6016	1984	1984
1956	5	335	1973	None
11554	22	10426	1998	2002
1917	5	1962	1963	None
10732	22	10735	2009	2009
11109	22	10393	2005	2005
8855	20	6867	2009	2009
12040	22	11135	2006	2007
8441	17	6794	1964	1964
8907	20	8908	2001	2001
11621	22	10250	1998	1998
5553	16	5554	1982	1982
11927	22	9592	1998	2000
3687	14	3473	1997	2001
11811	22	10101	1995	1996
11736	22	9901	2000	2003
5678	16	5505	1954	1954
10592	22	10593	2006	2006
6261	17	6373	2012	2012
3163	17	7005	1992	1992
7312	17	8670	2010	2010
12350	22	10516	2009	2011
11461	22	10024	1997	2002
6195	20	6196	1960	1960
6689	20	6875	1941	1941
2030	6	2008	1804	1867
8627	17	6842	1966	1966
2902	9	2505	1951	None
3033	23	2952	1966	1969
2990	10	2926	1933	1942
11838	22	9738	2008	2011
6289	20	6290	1977	1977
12440	22	10778	2010	2010
12207	22	10076	2008	2011
2245	8	2246	1943	1951
11214	22	9992	2007	2008
2153	6	550	1918	1921
7216	20	7217	1996	1996
7865	23	3005	1969	1974
2863	9	2476	2007	None
7934	20	7935	2004	2004
9351	20	5762	1935	1935
10922	22	9728	2007	2008
11938	22	9548	2005	2006
6796	20	6801	2014	2014
7994	17	7995	2010	2010
2528	9	2529	1915	1915
5720	20	5548	2003	2003
8056	20	9252	2010	2010
4778	14	3455	2015	2017
6137	20	6139	2009	2009
12048	22	10340	2010	2010
11077	22	9990	2011	2012
12007	22	10743	2015	None
6053	20	6054	1990	1990
2633	17	6700	1958	1958
5714	17	6062	2005	2005
11272	22	9865	2001	2001
12457	22	10771	1985	1988
10329	22	10025	2010	2010
11960	22	10812	2003	2005
854	1	599	2015	None
11051	22	10233	1992	1994
2927	10	2930	1934	1945
11777	22	9581	1977	1980
11349	22	9826	2006	2008
12141	22	10591	2003	2003
44	6	332	1917	1917
10577	22	5591	2012	None
109	0	110	None	2005
8899	17	8326	1999	1999
8359	17	6408	1978	1978
12154	22	11398	2012	2014
11842	22	10119	2011	2014
5638	20	7092	1965	1965
3589	14	3455	2015	2017
5919	17	5921	1975	1975
9841	22	9843	2009	2010
2448	20	6469	1988	1988
10222	22	9630	2003	2004
7312	17	7607	2010	2010
11144	22	10297	2005	2007
11972	22	10341	1988	1994
11778	22	10166	2009	2009
7592	17	7398	1997	1997
769	1	26	1991	None
12020	22	9808	2015	2016
8518	20	7301	1960	1960
1847	17	6188	2007	2007
11368	22	10808	2005	2006
8661	20	9304	2014	2014
3597	14	3599	2000	2000
11468	22	9587	2007	2008
11195	22	9994	2011	None
470	1	125	1920	None
7336	17	7033	2004	2004
3816	14	3817	1997	1998
8189	17	6458	2006	2006
9048	17	6725	1956	1956
575	1	123	1871	None
9385	20	7119	1930	1930
9124	20	6012	1964	1964
8880	17	4313	1994	1994
11394	22	9730	2004	2005
6636	17	6639	1956	1956
9814	22	9546	2007	2011
831	1	416	None	2014
10846	22	10388	2009	2010
11889	22	11336	2013	2015
9076	20	6764	1996	1996
1927	5	717	1989	None
4028	14	3431	1988	1993
11737	22	9640	2007	2007
11929	22	9599	1999	2000
8516	17	6210	1966	1966
11115	22	5470	2000	2002
6859	17	6861	2003	2003
3044	10	2981	1946	1970
4485	14	4486	1698	1727
11217	22	9668	2013	2014
8842	19	9149	1969	None
11850	22	9674	2006	2006
4801	14	3437	1997	None
6663	20	5847	2006	2006
6439	23	2956	None	1960
9474	21	9475	1960	1960
12270	22	10625	2008	2008
10441	22	5469	2011	2012
8796	17	8797	1974	1974
3038	10	3039	2004	2011
719	1	681	2015	None
4413	17	6837	1960	1960
6053	20	9010	2005	2005
7800	20	7478	2005	2005
9069	17	6341	2000	2000
4052	14	4053	1981	1981
8081	17	7887	2012	2012
6968	20	6392	1972	1972
11255	22	10960	2014	2014
12398	22	10219	1995	1998
8032	20	7280	1999	1999
5355	15	4973	None	2015
12385	22	9582	2004	2005
11348	22	9941	2004	2004
3209	12	30	None	1917
10766	22	10590	2009	2010
3485	23	12537	1667	1668
11902	22	11903	2007	2010
11818	22	9818	2007	2009
2428	20	9266	1993	1993
6475	20	5762	1964	1964
6968	20	6547	1979	1979
8657	20	9212	2009	2009
6971	20	5984	2000	2000
2783	9	2490	1963	None
7970	20	5639	2009	2009
10757	22	9549	2003	2006
12349	22	9758	2013	2013
5814	17	5815	1996	1996
9036	17	6110	1946	1946
10607	22	9736	2000	2003
9373	20	9374	2016	2016
428	6	2055	1797	1814
11076	22	10746	2004	2005
887	1	866	2015	None
754	1	126	1871	1920
11519	22	9595	1991	1993
12251	22	10074	2009	2010
2826	14	3450	2009	2013
2007	6	2018	1918	None
11411	22	9590	1997	1997
11275	22	11112	2011	2011
2173	6	2175	2002	None
3541	17	6029	2014	2014
12275	22	10233	2011	2012
3889	14	3548	1987	1989
11411	22	9768	2011	2011
10282	22	10284	2009	2011
5774	16	5778	1989	1989
2765	9	2490	1963	None
11286	22	9846	2011	2011
10130	22	9769	2006	2007
4807	14	3437	1997	2015
4879	14	4011	1978	1991
1056	1	528	2005	2016
2780	9	2549	2014	None
4257	14	3901	1945	1945
11453	22	10433	2011	2012
5034	15	5022	2007	2007
11806	22	9555	1996	1997
9506	21	9442	1998	1998
5627	17	8193	1986	1986
11899	22	10436	2008	2009
12390	22	11168	2009	2011
11865	22	9756	2000	2005
11760	22	10076	2008	2011
8887	17	6068	1990	1990
1633	1	123	1871	None
3174	14	3978	1998	2002
6656	17	6657	1997	1997
3053	11	3087	1970	None
5502	22	9586	1991	1994
8258	20	9200	1999	1999
12412	22	10738	2012	2013
6663	20	5847	2004	2004
9087	17	6640	1980	1980
9063	17	6025	1991	1991
8542	17	6008	1975	1975
8390	17	6083	1986	1986
3382	21	9435	1990	1990
11542	22	10984	2007	2007
12271	22	9548	2007	2008
9897	22	9900	2010	2012
11243	22	9822	2009	2010
4698	14	4699	2009	2014
7763	17	6604	1976	1976
12134	22	2157	2013	2013
2378	20	7119	1934	1934
5329	15	4971	2016	None
6858	20	9212	2008	2008
11372	22	10041	2009	2010
4568	14	3623	1996	2009
1366	1	953	1920	None
8962	20	8152	1995	1995
11913	22	10827	2000	2010
5774	16	5775	1971	1971
4930	14	3700	2007	2011
4005	14	4007	1989	2005
11325	22	10348	1994	1998
6663	20	6666	2008	2008
12260	22	9704	2004	2005
8131	23	3030	None	1949
7984	17	7385	2008	2008
12462	22	10077	2013	None
4623	14	3458	2001	2005
11077	22	9579	2004	2012
12256	22	10237	2008	2009
2142	6	2108	None	1569
12313	22	10184	1985	1985
1970	6	2084	1815	1859
7898	17	7899	2007	2007
4998	15	4973	None	2015
5766	16	5632	2012	2012
1318	1	129	1920	None
11561	22	10519	1999	1999
3202	22	10228	1998	2000
5602	17	6966	2010	2010
2059	6	553	969	971
588	6	589	1944	1991
5290	15	4971	2017	None
8300	17	6800	2014	2014
11467	22	9734	2004	2006
3799	14	3800	1839	1841
12353	22	10359	2000	2004
2919	17	6213	2006	2006
5238	15	4987	1973	None
10477	22	9859	2006	2006
5370	16	5372	1985	1985
1874	20	7092	1960	1960
7372	20	7092	1960	1960
2	6	45	1991	None
9948	22	9894	2006	2007
10312	22	10315	2000	2000
5720	20	7839	2001	2001
2970	17	6127	2005	2005
10144	22	9590	2004	2006
11443	22	9893	1986	1997
6599	20	5722	1938	1938
8423	17	6413	1995	1995
8790	20	6706	1950	1950
8943	23	2951	None	1958
196	1	190	2015	None
10416	22	10417	2010	2011
12220	22	10417	2004	2006
2278	20	7394	1958	1958
11192	22	9858	1999	1999
3562	14	3563	2004	2005
2592	17	6268	1874	1874
10716	22	9546	2013	2014
7789	17	5948	1968	1968
1709	2	1672	1982	None
9954	22	9575	2008	2009
836	1	193	1998	None
11657	22	11161	2016	None
5164	15	4971	2017	None
11921	22	9562	2004	2011
2071	6	31	1503	1546
11990	22	10204	2003	2010
8824	17	6950	2006	2006
5165	15	4973	None	2015
5154	15	4973	None	2015
10841	22	9587	2009	None
2	1	276	1954	None
8258	20	8259	1998	1998
9571	22	9580	1993	1995
7476	22	10011	2007	2011
600	15	4990	1998	2012
12374	22	11400	2006	2006
10158	22	9762	1995	1997
446	1	404	1947	1949
12215	22	10269	2010	2011
11160	22	9723	1999	1999
5370	16	5392	2004	2004
5193	15	5113	1981	None
3528	14	3439	1990	1992
10601	22	10602	1971	1972
12215	22	5468	2010	2010
6968	20	6547	1973	1973
5466	16	5470	2016	2016
12382	22	9701	1987	1988
6914	17	6915	1975	1975
444	18	675	None	1964
4184	14	4185	2008	2012
11048	22	9774	2009	2011
2643	20	6780	1964	1964
6500	17	6083	2005	2005
11509	22	9575	2007	2007
7668	17	7669	2012	2012
10922	22	9923	2013	2015
11087	22	9986	1986	1988
11659	22	9988	2012	2012
6390	20	9170	2004	2004
6663	17	6677	1999	1999
10484	22	10030	1991	1998
4523	14	3456	2010	2015
11434	22	10248	2001	2005
12360	22	9659	1990	1993
5962	20	5964	2011	2011
10455	22	9785	2001	2010
4391	14	3724	2011	2016
5403	17	6198	1997	1997
4765	14	4767	1918	1919
2950	17	6412	1944	1944
12290	22	10746	2007	2009
9436	21	9438	1863	1863
5828	17	6175	1915	1915
8767	20	7092	1927	1927
9108	20	9112	2004	2004
6661	20	5762	1950	1950
12115	22	10104	2005	2006
11889	22	9580	2011	2013
11932	22	9565	2004	2005
10361	22	9918	2002	2002
5498	22	6517	1962	1973
6390	17	6392	2004	2004
8990	17	7832	1941	1941
8272	23	12515	None	1965
1708	2	1671	1992	None
8674	20	5446	2008	2008
10495	22	9809	2000	2006
4330	14	4261	1125	1152
10607	22	10228	2000	2000
7567	20	7568	2012	2012
6663	20	6671	2007	2007
11713	22	11029	2003	2004
8568	20	8569	2001	2001
9726	22	9728	2013	None
10663	22	9804	2004	2005
11964	22	11512	2003	2008
11752	22	10119	2004	2005
7552	20	7551	2009	2009
8787	20	6392	1999	1999
10610	22	10052	2001	2004
10374	22	10375	2012	2013
7539	20	6039	1973	1973
142	6	29	1944	1991
11506	22	9698	1997	1999
3527	14	3526	1998	1998
568	1	125	1790	1871
9084	20	6706	1924	1924
4119	14	3573	1999	2003
7726	17	7354	1980	1980
8251	17	7194	1971	1971
838	1	681	2015	None
4599	14	3726	1977	1986
11988	22	9648	1994	1997
9507	21	9457	1938	1938
7457	17	7033	1998	1998
2700	17	6055	1982	1982
8839	17	8165	2013	2013
12048	22	10233	2014	2014
10293	22	10296	2016	None
7222	20	5762	1946	1946
4279	17	6093	1987	1987
11629	22	10018	1993	1997
2470	20	7605	2007	2007
7262	17	7263	1999	1999
1858	14	3731	1999	2000
1502	1	416	None	2014
8674	17	6626	2004	2004
1437	1	46	1930	1932
4511	14	3652	2009	2013
1797	3	1776	None	2007
10425	22	10288	1982	1986
12467	22	10433	2006	2006
3706	14	3708	1971	1971
6663	20	6667	2006	2006
8543	17	6465	1938	1938
7873	20	7605	1981	1981
11784	22	10326	2005	2006
69	1	73	1927	1930
3989	14	3458	2001	2005
12490	22	10688	2002	2007
11177	22	9873	2005	2005
9987	22	9988	1995	1996
11670	22	2157	1959	1959
1433	15	4995	1957	None
4307	14	3479	1921	1925
9029	20	6678	2013	2013
11745	22	10196	2005	2007
12411	22	10356	1998	2002
7182	22	9825	1987	1994
2655	20	7092	1945	1945
5504	17	5903	2008	2008
5123	15	5002	2005	2005
2972	17	5897	1960	1960
451	15	4982	None	2014
8507	20	8510	2014	2014
1205	1	1142	1871	1920
4789	14	3455	2015	2017
11504	22	10718	2003	2004
1907	4	1833	1997	1997
12027	22	10497	2003	2003
928	1	865	None	2014
10818	22	9810	2012	2012
4455	14	3550	2007	2010
10873	22	9818	2011	2011
1063	1	666	2016	None
7800	17	7803	1968	1968
4167	14	4168	1996	2017
6576	17	5819	1952	1952
12071	22	9887	2009	2010
1092	1	528	None	2005
6132	17	6717	2004	2004
628	1	148	1790	1968
1718	2	1671	2004	None
10206	22	9830	2004	2005
5766	16	5768	2005	2005
10469	22	10263	2000	2002
1130	1	125	1790	1871
5647	16	5652	2015	2015
7476	17	7202	2014	2014
11229	22	9754	2011	2011
8081	20	8083	2012	2012
9772	22	9773	1982	1987
7821	17	6008	1969	1969
5756	20	6815	1964	1964
11037	22	10526	2009	2009
5200	15	4971	2016	None
1519	1	210	1968	None
7638	20	5762	1960	1960
4915	14	4399	1924	1944
11535	22	10073	1985	1987
12392	22	10786	1996	1999
3177	11	3095	1976	None
104	0	105	2006	None
2349	20	8101	1990	1990
10736	22	9971	2010	2011
5402	16	5405	1968	1968
1168	1	953	1920	None
7045	17	7558	2000	2000
3320	13	3252	1960	None
11848	22	10660	2005	2006
5425	17	6096	1973	1973
10476	22	10431	2000	2002
6968	20	6969	1977	1977
11858	22	9974	2003	2005
7045	17	7044	2000	2000
9997	22	9568	2002	2004
1199	1	1142	None	1920
3284	21	9434	1001	1055
4737	14	3458	2001	2005
7273	17	7274	1996	1996
1933	5	725	1999	None
8688	17	6520	1999	1999
10130	22	10132	2011	2012
11769	22	10915	2007	2010
10212	22	9830	2003	2004
12435	22	9866	2014	2014
11437	22	10730	2010	2010
2852	17	4313	1992	1992
10928	22	9696	2008	2012
178	6	86	927	1707
12377	22	9686	2001	2001
4717	20	6012	1914	1914
5840	20	7513	2004	2004
10672	22	9766	2006	2007
8018	20	8020	1999	1999
2094	6	2083	1859	1860
8974	20	7473	1989	1989
4162	14	4165	1970	1977
879	1	865	None	2014
555	15	4983	None	2014
12236	22	10723	2000	2001
12065	22	10767	2003	2010
11311	22	9752	2014	2014
7828	20	7016	1953	1953
1877	17	7513	1984	1984
12440	22	10277	2001	2002
11531	22	9756	2008	2011
5006	15	4985	2015	None
6053	17	8528	1992	1992
11969	22	9850	1999	2008
7252	17	7256	2010	2010
8451	17	8452	1962	1962
10361	22	10362	2002	2009
12271	22	10037	2013	2013
4789	14	3454	2017	None
10192	22	10038	2008	2009
4863	14	3431	2012	2012
2470	20	6866	2007	2007
8964	22	9863	2001	2008
12126	22	10418	2010	2012
10354	22	10355	2007	2008
12310	22	10285	1976	1977
1872	17	6883	1991	1991
11518	22	10349	2007	2007
12231	22	9626	2012	2012
8704	17	8313	1967	1967
1627	1	1597	2015	None
2747	9	2598	1933	1943
2501	10	2996	1962	1963
8992	17	8995	1993	1993
5699	22	9684	2011	2013
8124	20	6363	2004	2004
5258	15	4971	2016	None
7434	17	7183	1984	1984
1264	1	122	1790	1871
6718	17	6719	1982	1982
1256	1	129	1920	None
11568	22	9825	1995	1998
5286	15	4971	2016	None
11617	22	10883	1982	1984
10124	22	9546	1976	1982
12017	22	10145	2001	2002
5678	16	5681	1934	1934
11690	22	9739	2008	2009
