545	4	6193	1997	2004
2373	9	10279	1991	None
2898	4	393	2014	None
5576	3	5332	1991	None
1761	0	196	1971_01_05	1971_01_05
132	2	4441	1997	1999
3292	3	5485	2010	None
2687	6	3870	1974	None
4961	2	4335	2010	2011
1152	2	5078	2007	2013
5573	3	5417	1960	None
3026	0	402	1965_08_22	1965_08_22
3942	1	4073	1916	None
2638	4	1057	1954	1955
4998	2	4924	2013	None
4706	2	4412	2008	2010
2379	2	5030	2002	2003
31	8	7685	2014	None
2157	3	5920	1974	None
5878	3	5771	1962	1963
3266	3	5194	2005	None
6201	7	555	1996_01_30	1996_01_30
5642	3	5179	1993	None
7915	9	10022	1900	None
5711	3	5602	2004	None
5830	3	5172	1974	None
1185	2	4489	2004	2002
3400	3	5340	1954	None
3377	3	5220	2001	None
4587	2	4321	1998	1999
601	7	3	2008_06_13	2008_06_13
3106	4	3773	2016	None
4660	2	4967	2016	None
6017	4	2468	1929	1942
5462	3	5307	1958	None
3369	4	6300	1995	2011
930	4	2355	2000	2014
8988	9	8989	2016_07	None
2938	0	47	1939_07_31	1939_07_31
6642	5	6476	1988	1990
4858	2	4296	1987	1989
746	0	277	1964_08_26	1964_08_26
4355	2	4882	1998	1999
3437	3	5198	1896	None
8713	9	8714	2016_08	None
256	8	7657	2015	2016
2295	3	5269	1998	None
5223	3	5172	1989	None
3593	3	5290	2004	None
4590	5	6773	1924	None
2058	0	2059	1925_02_12	1925_02_12
7113	5	7114	1907	None
5718	3	5156	1921	None
6566	5	6567	1981	None
5738	7	7520	2001_06_17	2001_06_17
7451	6	3845	1935	None
276	3	5340	1960	None
1249	0	224	1904_09_06	1904_09_06
4516	2	4323	1995	None
902	2	4769	1988	None
637	0	638	1908_08_31	1908_08_31
1781	4	3509	1973	1985
5491	3	5391	1945	None
369	4	1853	1990	1994
4040	1	4041	1959	1999
1691	0	1164	1909_08_30	1909_08_30
3108	0	985	1943_07_24	1943_07_24
6133	4	824	1947	1971
4619	2	4722	2016	None
1888	9	9810	1962	None
1889	4	2310	1985	None
527	0	55	1975_05_22	1975_05_22
1805	2	4310	1990	1991
10572	9	8275	1997	None
4349	2	4362	2004	2005
10244	9	8509	2014	None
3139	3	5288	2013	None
4668	2	5051	2011	2012
1409	2	4731	1997	None
7932	9	7967	2014	None
5919	3	5513	1958	None
1251	3	5172	1967	None
1360	0	1361	1944_05_29	1944_05_29
7773	8	7731	2007	2015
698	0	176	1971_05_17	1971_05_17
4704	2	4769	2004	None
4396	2	4238	1996	None
5674	3	5198	1852	None
2324	0	1454	1909_12_07	1909_12_07
18	2	4683	2006	2008
5222	3	5221	1990	None
5522	3	5815	2006	None
6053	9	8619	1962	None
10294	9	10295	2011	2016
450	2	4627	1994	1997
1509	2	4641	2008	None
4630	2	4513	2008	None
1445	4	3644	1948	1973
1846	4	1998	1975	None
3330	0	301	1885_04_03	1885_04_03
8803	9	8804	1903	None
2149	0	176	1918_09_13	1918_09_13
4308	2	4494	2012	None
3411	0	435	1974_02_12	1974_02_12
807	0	808	1967_02_24	1967_02_24
2344	9	9369	1994	None
2594	4	70	1984	1995
7545	8	7659	1895	1897
7605	9	9504	1985	None
2879	7	638	1984_10_06	1984_10_06
2271	3	5246	2008	None
2092	4	3784	1972	1992
8102	9	8439	2003	None
7531	7	917	1922_12_14	1922_12_14
4827	2	4492	2003	None
2959	0	2729	1891_08_07	1891_08_07
469	0	470	1979_05_30	1979_05_30
4395	2	4684	2014	None
4402	2	4618	2004	None
1805	2	4254	1999	2000
2889	0	1173	1933_10_18	1933_10_18
5438	3	5321	2010	None
888	1	3884	1978	1984
2451	0	139	1934_05_23	1934_05_23
5606	3	5172	1987	None
2543	3	5196	1933	None
6951	5	7182	100	None
2348	2	4560	2010	2012
9523	9	9524	1854	None
4343	2	4371	2005	None
1560	7	103	1957_11_25	1957_11_25
4886	2	4370	1990	1995
2360	3	5379	1944	None
4529	2	4327	2009	None
56	8	7794	1998	2001
6776	9	9663	1942	None
8429	9	10078	360	None
113	2	4661	2009	2010
3311	3	5523	1973	None
1629	4	1514	1999	2007
4829	2	4339	2007	2009
2450	0	424	1978_09_19	1978_09_19
1915	3	5281	2014	None
3754	3	5179	1939	None
3267	0	2133	1942_06_25	1942_06_25
2517	9	10091	2009	None
3707	2	4512	2004	2005
3021	4	6049	1942	1954
4666	2	4632	2005	None
3061	4	3404	1951	195
2051	8	7653	1996	None
1516	9	8237	1973	None
4459	2	4541	2012	2015
4879	2	4518	1998	2001
3086	0	1164	1944_04_08	1944_04_08
4858	2	4773	1994	1995
4980	2	4978	1997	1998
7065	5	6594	2007	2009
1660	0	57	1984_02_26	1984_02_26
5911	3	5263	2009	None
1643	4	2193	1985	None
2181	3	5309	1993	None
699	3	5365	1981	None
6242	7	1094	2010_05_29	2010_05_29
2245	0	199	1969_03_09	1969_03_09
1030	0	81	1922_11_01	1922_11_01
2668	4	3604	1965	1967
457	2	4757	1989	None
5522	3	5554	1986	None
588	4	920	2005	2013
5398	3	5694	1950	None
2624	9	8024	1959	1977
4884	2	4509	2006	2008
4890	2	4287	2015	None
3515	8	7698	2009	None
5611	3	5360	2004	None
778	0	779	1986_04_15	1986_04_15
7450	6	3831	1924	None
4247	2	4370	1999	2003
2617	4	3246	1980	None
1510	8	7677	1917	None
3275	2	4386	2011	2012
2931	4	2547	2004	2012
2007	0	245	1967_12_31	1967_12_31
7627	7	77	1992_09_02	1992_09_02
552	7	3	1981_02_03	1981_02_03
4514	2	4515	2004	2006
1128	3	5521	1945_07_05	None
707	9	8719	2017	None
7559	7	258	1933_06_20	1933_06_20
2998	2	4629	2002	2004
850	0	103	1930_07_25	1930_07_25
2078	6	3813	1992	None
2038	2	4727	1999	2000
10242	9	10243	1922	1928
1985	0	351	1982_07_24	1982_07_24
6305	4	6306	1874	1889
8922	9	8923	100	None
9441	9	9442	1989_05	None
6253	8	7663	1811	1828
1496	0	45	1933_10_17	1933_10_17
7562	7	139	1944_10_08	1944_10_08
154	0	155	1941_09_05	1941_09_05
813	2	4846	1996	2002
3611	7	7513	1986_02_14	1986_02_14
4606	2	4283	2011	2012
9310	9	10492	1958	None
2399	0	13	1969_02_02	1969_02_02
1325	0	168	1959_11_23	1959_11_23
5510	3	5179	2008	None
5083	2	4559	2014	None
3244	0	555	1949_10_08	1949_10_08
2406	3	5342	1975	None
5660	3	5391	1946	None
6345	5	6346	2002	None
6286	7	103	2011_03_17	2011_03_17
2970	3	5173	1982	None
2177	2	4476	1996	None
278	0	279	1972_02_19	1972_02_19
2075	2	4621	2011	2013
6122	4	2448	1961	1964
4636	2	4436	2005	None
3724	3	5221	1987	None
5047	2	4631	2001	2004
6688	5	5120	1934	1992
2234	0	748	1964_03_25	1964_03_25
3863	6	7446	1987	None
1550	2	4843	2011	2013
5222	3	5339	1981	None
27	6	3957	1894	1903
10008	9	10009	1903	1976
1140	8	7654	1984	1993
1821	3	5562	2009	None
4237	2	4456	2003	2006
2496	7	139	2011_03_01	2011_03_01
3224	0	694	1983_12_22	1983_12_22
980	2	4792	2011	2012
9815	9	8301	2003	None
5245	3	5246	2002	None
2629	0	945	1950_09_13	1950_09_13
5585	3	5378	1957	None
2514	4	2507	1970	None
2129	8	7653	1948	None
3363	0	925	1942_10_11	1942_10_11
455	0	456	1935_09_21	1935_09_21
3103	4	3124	1956	None
881	3	5402	1888	None
2737	0	139	1918_08_31	1918_08_31
3085	7	1287	1946_11_11	1946_11_11
4861	2	4601	1996	1997
257	2	4876	2001	2007
2933	8	7706	2008	None
2302	8	7733	2013	None
3568	4	828	1978	1987
6299	4	2113	1949	1956
2920	3	5894	2003	None
4851	2	4853	2006	None
6182	7	1042	1920_09_10	1920_09_10
4129	1	4130	2014	2007
1440	0	67	1915_09_29	1915_09_29
9982	9	9983	1984	None
4282	2	4317	1992	1993
2880	2	5063	1973	None
4404	2	5102	2009	2011
957	0	295	1912_09_27	1912_09_27
2860	2	4824	2003	2004
725	3	5239	1997	None
2914	1	4161	1980	None
107	4	2097	1926	1968
389	4	3178	1999	2004
1640	0	1641	1922_07_25	1922_07_25
4583	2	4254	1984	1987
10043	9	10044	1990	None
5180	3	5179	1976	None
5528	3	5179	2016	None
3277	4	2984	1967	1969
1027	0	1028	1983_06_14	1983_06_14
4587	2	4348	1991	None
1578	3	5172	2011	None
270	7	103	1982_10_03	1982_10_03
3152	2	4726	2009	None
4581	2	5155	2000	2001
6357	5	6358	1982	1986
3499	3	5474	2001	None
4874	2	5124	2004	2005
682	2	4977	1981	1985
9272	9	9273	1995	None
2906	4	2084	1964	2014
1240	0	1241	1606_07_15	1606_07_15
4707	2	4733	1999	None
2255	7	599	1965_10_03	1965_10_03
3649	4	2463	1975	None
1488	7	301	2013_01_23	2013_01_23
2355	4	930	2000	2014
4298	2	4348	1992	1993
1234	0	245	1971_06_15	1971_06_15
3761	3	5382	1946	None
2724	0	103	1920_01_06	1920_01_06
5555	3	5172	1988	None
1679	2	4264	2001	None
5839	6	3924	1976	None
692	3	5437	1998	None
8239	9	7993	2008	None
4771	2	4277	2015	2016
3399	3	5563	1790	1806
2716	0	125	1944_06_23	1944_06_23
4917	2	4430	2009	2006
2302	8	7812	2004	None
2498	0	265	1969_11_28	1969_11_28
9625	9	9626	2012_01	None
1698	0	55	1981_02_05	1981_02_05
4694	2	4387	2007	2010
1587	7	975	1901_07_22	1901_07_22
4326	2	4773	2014	2015
4980	2	4348	1988	1989
8162	9	8163	2002	None
2986	0	139	1907_03_19	1907_03_19
9515	9	9516	2006	None
5680	3	5840	1995	None
2429	4	2942	1997_09_23	2014
5821	3	5809	1997	None
2102	0	1454	1863_08_08	1863_08_08
5865	3	5920	1976	None
2857	0	407	1869_05_14	1869_05_14
2911	8	7677	1917	None
2372	4	6107	1965_07_15	1987_08_14
3773	0	224	1978_02_20	1978_02_20
5544	3	5364	1905	None
635	0	357	1926_09_13	1926_09_13
4664	2	4249	1996	1997
6136	4	6135	1953	1960
1236	2	4612	2009	2011
7782	8	7853	1997	2002
2029	2	4240	2013	None
2947	4	3351	2000	None
4307	2	4234	2008	2010
2221	4	3492	1930	1932
6165	4	2378	1950_01_17	None
1933	3	5179	2012	None
5969	6	3937	1982	None
4563	2	5088	2008	None
3478	2	4309	2013	None
8018	9	8019	2013	None
5897	3	5261	1984	None
350	7	1077	1998_12_12	1998_12_12
687	1	3834	1965	1970
4497	2	4380	2007	None
888	3	5464	2001	None
5222	3	5268	2011	None
3241	4	6161	1923	1925
5915	3	5182	1979	None
294	3	5520	1983	None
1714	2	4698	1977	1986
786	6	7459	1852	1856
5566	3	5215	1998	None
2546	7	145	1983_10_26	1983_10_26
5948	3	5389	1924	None
3115	0	299	1937_12_26	1937_12_26
1750	0	1092	1917_04_26	1917_04_26
5218	3	5569	1993	None
6263	7	1316	1935_09_10	1935_09_10
5903	3	5758	2012	None
4890	2	4521	2010	None
5902	6	3848	1914	None
10452	9	10453	1663	1678
8581	9	8582	1987	None
3403	9	8921	2006	None
5147	2	4584	2000	2006
5108	2	5050	2013	2014
87	0	3	1896_10_12	1896_10_12
2091	3	5569	1990	None
950	3	5341	2008	None
4771	2	4509	2007	2009
4464	2	4329	2004	2006
1124	4	6181	1886	1908
372	0	30	1908_02_21	1908_02_21
2568	8	7684	1909	None
5526	3	5727	1815	None
2320	6	3957	1925	1926
682	0	75	1953_10_13	1953_10_13
5693	3	5339	1986	None
7558	9	8893	1963	None
8875	9	8876	1987	2001
195	8	7652	1931	None
4438	2	4731	2000	None
2987	4	1595	1926	1929
2360	3	5307	1936	None
4649	2	4314	2014	None
2702	2	4931	2003	2003
5991	4	1812	1940	1993
9256	9	9318	1982	2003
6583	5	6378	1970	1984
3426	0	485	1948_06_11	1948_06_11
2884	2	4368	2008	2011
2345	3	5681	1914	None
411	3	5732	1968	None
7526	8	7653	1828	None
1529	0	139	1856_08_12	1856_08_12
1764	4	2043	1966	1983
6937	5	6601	1986	1988
1182	0	299	1890_01_05	1890_01_05
1346	9	10365	1935	None
1212	4	318	2002	None
2858	0	55	1906_05_06	1906_05_06
2057	6	7459	1960	None
4600	2	5088	2008	2009
856	4	1513	1974	1981
3337	0	9	1930_03_15	1930_03_15
4812	2	4811	2001	2004
1711	0	1292	1951_01_12	1951_01_12
1794	0	301	1926_05_25	1926_05_25
9349	9	9350	2010	2013_05_12
7837	8	7835	1991	1998
5791	3	5339	1996	None
216	0	217	1932_09_27	1932_09_27
7777	8	7677	1917	None
457	2	4913	1998	1999
3282	4	338	1989	1993
4628	2	4921	2008	2009
271	0	143	1968_01_10	1968_01_10
1554	9	8524	1904	1906
2695	0	2696	1907_04_22	1907_04_22
831	2	5015	2000	None
3414	3	5729	1980	None
4023	6	3814	2005	None
2277	4	93	2001	2002
1079	2	4871	1992	1996
2501	6	3937	1985	None
2491	0	2370	1865_08_27	1865_08_27
5723	3	5252	2011	None
2934	8	7811	1994	None
4867	2	4526	2011	2014
2847	7	57	1993_04_17	1993_04_17
2616	0	959	1952_09_11	1952_09_11
3740	2	4486	2016	2017
7564	7	79	2013_06_23	2013_06_23
1795	7	210	2016_04_19	2016_04_19
4916	2	4792	2005	None
3223	6	4180	1959	None
708	0	139	1823_03_23	1823_03_23
6997	5	6998	1987	1989
2493	2	4878	2007	2009
3078	0	1421	1887_07_30	1887_07_30
3650	4	3310	2003	None
4536	2	4537	2006	2012
891	2	4946	2004	2005
1952	4	1638	2013	None
2368	4	360	2007	None
2128	7	79	2013_12_26	2013_12_26
9896	9	9897	1960	None
7468	6	3987	1922	None
72	3	5503	1974	None
3091	2	4236	2004	None
2551	3	5198	1886	None
2242	0	295	1913_10_22	1913_10_22
7738	8	7654	1988	2004
1525	4	3795	1971	1980
10227	9	10090	2010	None
6289	7	103	1954_10_04	1954_10_04
1834	2	4824	2011	2012
727	2	4735	1996	1997
974	0	975	1901_02_28	1901_02_28
640	0	301	1893_06_09	1893_06_09
6102	4	6145	1939	1976
637	9	9855	1940	None
585	9	10282	1997	None
3181	3	5190	1987	None
3558	4	536	2010	None
2140	2	4501	2000	None
5638	3	5382	1957	None
3427	7	79	1963_08_14	1963_08_14
10437	9	9964	1966	None
3911	1	3912	1998	2014
7458	6	7435	1920	None
2151	4	1527	1921	1961
2973	3	5477	1972	None
4912	2	5001	1983	None
1813	0	424	1930_04_24	1930_04_24
8170	9	8171	1885	None
2197	0	83	1927_06_30	1927_06_30
765	0	407	1938_03_01	1938_03_01
8757	9	10533	2008	None
5347	3	5348	1985	None
4046	6	3848	1977	None
2091	3	5535	2003	None
7786	8	7669	2015	None
3381	0	384	1934_09_25	1934_09_25
8910	9	9469	1957	None
1463	3	5652	1950	None
1128	0	421	1898_01_12	1898_01_12
1148	0	101	1935_12_01	1935_12_01
1489	3	5228	1983	None
6126	7	7502	1954_09_03	1954_09_03
2860	2	4291	1993	None
4694	2	5088	2001	2002
541	0	542	1886_05_22	1886_05_22
4514	2	4324	2003	2004
7137	5	7138	100	None
1519	0	602	1980_06_03	1980_06_03
2714	0	463	1866_03_01	1866_03_01
1758	2	4407	2006	2007
3786	8	7706	1994	2015
1275	0	120	1915_09_30	1915_09_30
4749	2	4501	2009	None
2326	4	919	2009	None
6762	5	6763	100	None
5203	3	5204	1979	None
4647	2	4930	2014	2015
4732	2	4299	2013	2014
4308	2	4639	2008	2009
8978	9	8979	2007	2008
8260	9	8261	2010	None
5851	9	7914	1982	None
9404	9	8285	2008	None
2137	0	79	1899_09_14	1899_09_14
4326	2	4728	1998	2005
3138	0	103	1931_10_12	1931_10_12
1363	3	5610	1991	None
3548	0	424	1927_11_14	1927_11_14
5926	3	5160	2005	None
2079	0	57	1986_01_09	1986_01_09
